date,ic,n_names,signal
2010-05-04,0.2203767213073664,1000,signal_weak_alpha_baseline
2010-05-05,-0.19893606930410476,1000,signal_weak_alpha_baseline
2010-05-06,-0.021254727600313418,1000,signal_weak_alpha_baseline
2010-05-07,0.23859546560496037,1000,signal_weak_alpha_baseline
2010-05-10,-0.010763344555167706,1000,signal_weak_alpha_baseline
2010-05-11,-0.30996845103283927,1000,signal_weak_alpha_baseline
2010-05-12,-0.10201505084491092,1000,signal_weak_alpha_baseline
2010-05-13,0.2697994821025523,1000,signal_weak_alpha_baseline
2010-05-14,0.08870434369457246,1000,signal_weak_alpha_baseline
2010-05-17,0.40806939095511585,1000,signal_weak_alpha_baseline
2010-05-18,-0.0734399973648198,1000,signal_weak_alpha_baseline
2010-05-19,0.4775052873983396,1000,signal_weak_alpha_baseline
2010-05-20,-0.319854000245147,1000,signal_weak_alpha_baseline
2010-05-21,0.019229125571405003,1000,signal_weak_alpha_baseline
2010-05-24,-0.542776849754526,1000,signal_weak_alpha_baseline
2010-05-25,-0.13612777487670968,1000,signal_weak_alpha_baseline
2010-05-26,0.5487633796856863,1000,signal_weak_alpha_baseline
2010-05-27,-0.0984488328476411,1000,signal_weak_alpha_baseline
2010-05-28,0.38961456667086375,1000,signal_weak_alpha_baseline
2010-06-01,-0.0686023187407115,1000,signal_weak_alpha_baseline
2010-06-02,0.11831452603267487,1000,signal_weak_alpha_baseline
2010-06-03,0.2320148526701231,1000,signal_weak_alpha_baseline
2010-06-04,-0.09074710292808473,1000,signal_weak_alpha_baseline
2010-06-07,0.2192944887882905,1000,signal_weak_alpha_baseline
2010-06-08,-0.24533842960559935,1000,signal_weak_alpha_baseline
2010-06-09,-0.23650339544383125,1000,signal_weak_alpha_baseline
2010-06-10,0.334906526473593,1000,signal_weak_alpha_baseline
2010-06-11,-0.4394600128440197,1000,signal_weak_alpha_baseline
2010-06-14,0.23837794539002433,1000,signal_weak_alpha_baseline
2010-06-15,0.28473200574200364,1000,signal_weak_alpha_baseline
2010-06-16,-0.1564809490714707,1000,signal_weak_alpha_baseline
2010-06-17,0.08339923077199861,1000,signal_weak_alpha_baseline
2010-06-18,-0.2084936058287093,1000,signal_weak_alpha_baseline
2010-06-21,-0.26589019338918696,1000,signal_weak_alpha_baseline
2010-06-22,0.027766482972518138,1000,signal_weak_alpha_baseline
2010-06-23,0.16542205904761212,1000,signal_weak_alpha_baseline
2010-06-24,0.00069976567867255,1000,signal_weak_alpha_baseline
2010-06-25,-0.02692416794603487,1000,signal_weak_alpha_baseline
2010-06-28,0.22088406307774955,1000,signal_weak_alpha_baseline
2010-06-29,0.03575725591039741,1000,signal_weak_alpha_baseline
2010-06-30,-0.032133481346528145,1000,signal_weak_alpha_baseline
2010-07-01,-0.14968141383137235,1000,signal_weak_alpha_baseline
2010-07-02,0.018722317726501552,1000,signal_weak_alpha_baseline
2010-07-06,-0.24793745835123926,1000,signal_weak_alpha_baseline
2010-07-07,-0.44518463191763585,1000,signal_weak_alpha_baseline
2010-07-08,0.08520837618357734,1000,signal_weak_alpha_baseline
2010-07-09,0.10276348176362836,1000,signal_weak_alpha_baseline
2010-07-12,0.13257273717961815,1000,signal_weak_alpha_baseline
2010-07-13,-0.1510723315317389,1000,signal_weak_alpha_baseline
2010-07-14,-0.11949191302992085,1000,signal_weak_alpha_baseline
2010-07-15,-0.27243182447563286,1000,signal_weak_alpha_baseline
2010-07-16,-0.04148343686208778,1000,signal_weak_alpha_baseline
2010-07-19,-0.3008196196557882,1000,signal_weak_alpha_baseline
2010-07-20,-0.09883958408834066,1000,signal_weak_alpha_baseline
2010-07-21,0.3577895270747018,1000,signal_weak_alpha_baseline
2010-07-22,0.14437382455239753,1000,signal_weak_alpha_baseline
2010-07-23,-0.15449872747587345,1000,signal_weak_alpha_baseline
2010-07-26,0.16747203667534152,1000,signal_weak_alpha_baseline
2010-07-27,0.03475928644087783,1000,signal_weak_alpha_baseline
2010-07-28,-0.2041617174680565,1000,signal_weak_alpha_baseline
2010-07-29,-0.18759630763728272,1000,signal_weak_alpha_baseline
2010-07-30,-0.2923565413145048,1000,signal_weak_alpha_baseline
2010-08-02,-0.15959499629710786,1000,signal_weak_alpha_baseline
2010-08-03,-0.19714939178333415,1000,signal_weak_alpha_baseline
2010-08-04,-0.12453086129958901,1000,signal_weak_alpha_baseline
2010-08-05,0.21350990461096078,1000,signal_weak_alpha_baseline
2010-08-06,0.19849626438961857,1000,signal_weak_alpha_baseline
2010-08-09,-0.4104592712769066,1000,signal_weak_alpha_baseline
2010-08-10,0.3683966733199427,1000,signal_weak_alpha_baseline
2010-08-11,-0.41922032976398366,1000,signal_weak_alpha_baseline
2010-08-12,-0.13924123563465485,1000,signal_weak_alpha_baseline
2010-08-13,-0.36896354577208684,1000,signal_weak_alpha_baseline
2010-08-16,0.10514530972244553,1000,signal_weak_alpha_baseline
2010-08-17,-0.041435642450491784,1000,signal_weak_alpha_baseline
2010-08-18,0.2210407501655401,1000,signal_weak_alpha_baseline
2010-08-19,0.017510737485892717,1000,signal_weak_alpha_baseline
2010-08-20,0.1457504897885755,1000,signal_weak_alpha_baseline
2010-08-23,-0.27929832686285216,1000,signal_weak_alpha_baseline
2010-08-24,0.17343353085612265,1000,signal_weak_alpha_baseline
2010-08-25,0.2713058490136965,1000,signal_weak_alpha_baseline
2010-08-26,0.32219209812901045,1000,signal_weak_alpha_baseline
2010-08-27,-0.014124673964143249,1000,signal_weak_alpha_baseline
2010-08-30,0.02583901328746819,1000,signal_weak_alpha_baseline
2010-08-31,0.25723398388281077,1000,signal_weak_alpha_baseline
2010-09-01,0.09605087317946588,1000,signal_weak_alpha_baseline
2010-09-02,-0.5010939387132705,1000,signal_weak_alpha_baseline
2010-09-03,0.08658721122024071,1000,signal_weak_alpha_baseline
2010-09-07,-0.15399709766564035,1000,signal_weak_alpha_baseline
2010-09-08,0.26822929374521826,1000,signal_weak_alpha_baseline
2010-09-09,-0.10872850705880426,1000,signal_weak_alpha_baseline
2010-09-10,-0.5479984741612293,1000,signal_weak_alpha_baseline
2010-09-13,0.004757199494851801,1000,signal_weak_alpha_baseline
2010-09-14,0.2666236085785129,1000,signal_weak_alpha_baseline
2010-09-15,-0.07109007881529594,1000,signal_weak_alpha_baseline
2010-09-16,0.10028080387654535,1000,signal_weak_alpha_baseline
2010-09-17,0.07646967748370873,1000,signal_weak_alpha_baseline
2010-09-20,0.04753645266903634,1000,signal_weak_alpha_baseline
2010-09-21,0.010790212182771706,1000,signal_weak_alpha_baseline
2010-09-22,0.04359663442486909,1000,signal_weak_alpha_baseline
2010-09-23,0.265412076514859,1000,signal_weak_alpha_baseline
2010-09-24,0.010907801571762908,1000,signal_weak_alpha_baseline
2010-09-27,-0.12968954567730312,1000,signal_weak_alpha_baseline
2010-09-28,-0.01549731441954462,1000,signal_weak_alpha_baseline
2010-09-29,-0.12113807210629685,1000,signal_weak_alpha_baseline
2010-09-30,0.11746989325308826,1000,signal_weak_alpha_baseline
2010-10-01,0.089463195882643,1000,signal_weak_alpha_baseline
2010-10-04,-0.38968517010991527,1000,signal_weak_alpha_baseline
2010-10-05,-0.08071155151415553,1000,signal_weak_alpha_baseline
2010-10-06,-0.3946279681589374,1000,signal_weak_alpha_baseline
2010-10-07,-0.08051225140951254,1000,signal_weak_alpha_baseline
2010-10-08,0.001649527989822248,1000,signal_weak_alpha_baseline
2010-10-11,-0.050375467791618306,1000,signal_weak_alpha_baseline
2010-10-12,-0.18999402710331362,1000,signal_weak_alpha_baseline
2010-10-13,-0.00530853939342792,1000,signal_weak_alpha_baseline
2010-10-14,-0.1516969818770683,1000,signal_weak_alpha_baseline
2010-10-15,-0.06559457442740271,1000,signal_weak_alpha_baseline
2010-10-18,0.39503353930203633,1000,signal_weak_alpha_baseline
2010-10-19,-0.18926003236847666,1000,signal_weak_alpha_baseline
2010-10-20,0.26117304413670783,1000,signal_weak_alpha_baseline
2010-10-21,-0.13960411263612205,1000,signal_weak_alpha_baseline
2010-10-22,-0.19996945453831116,1000,signal_weak_alpha_baseline
2010-10-25,0.12294334891166783,1000,signal_weak_alpha_baseline
2010-10-26,0.19448195218607073,1000,signal_weak_alpha_baseline
2010-10-27,0.15231664367969044,1000,signal_weak_alpha_baseline
2010-10-28,-0.18338941325945177,1000,signal_weak_alpha_baseline
2010-10-29,-0.1390928050409063,1000,signal_weak_alpha_baseline
2010-11-01,0.1656622734149448,1000,signal_weak_alpha_baseline
2010-11-02,-0.13831264003906865,1000,signal_weak_alpha_baseline
2010-11-03,-0.3770624463544531,1000,signal_weak_alpha_baseline
2010-11-04,-0.033645205173814065,1000,signal_weak_alpha_baseline
2010-11-05,0.06389139524452556,1000,signal_weak_alpha_baseline
2010-11-08,-0.09956187913643817,1000,signal_weak_alpha_baseline
2010-11-09,-0.10292050531097434,1000,signal_weak_alpha_baseline
2010-11-10,0.029780377834736388,1000,signal_weak_alpha_baseline
2010-11-11,0.15136010303818492,1000,signal_weak_alpha_baseline
2010-11-12,0.19980156159924653,1000,signal_weak_alpha_baseline
2010-11-15,-0.3658142359705089,1000,signal_weak_alpha_baseline
2010-11-16,-0.13283947139643534,1000,signal_weak_alpha_baseline
2010-11-17,0.2531826478335933,1000,signal_weak_alpha_baseline
2010-11-18,-0.027252642788874407,1000,signal_weak_alpha_baseline
2010-11-19,0.12348183922688068,1000,signal_weak_alpha_baseline
2010-11-22,-0.12381051984325163,1000,signal_weak_alpha_baseline
2010-11-23,0.029902999242988705,1000,signal_weak_alpha_baseline
2010-11-24,-0.4068049807625249,1000,signal_weak_alpha_baseline
2010-11-26,0.09978003562469046,1000,signal_weak_alpha_baseline
2010-11-29,-0.3990403532876209,1000,signal_weak_alpha_baseline
2010-11-30,0.2558728449413904,1000,signal_weak_alpha_baseline
2010-12-01,0.053989676326321234,1000,signal_weak_alpha_baseline
2010-12-02,0.2988138696041543,1000,signal_weak_alpha_baseline
2010-12-03,-0.07360603763004199,1000,signal_weak_alpha_baseline
2010-12-06,0.25986460492663715,1000,signal_weak_alpha_baseline
2010-12-07,0.0209085910747627,1000,signal_weak_alpha_baseline
2010-12-08,-0.28757121571771144,1000,signal_weak_alpha_baseline
2010-12-09,-0.07248800760277066,1000,signal_weak_alpha_baseline
2010-12-10,-0.09723190366177648,1000,signal_weak_alpha_baseline
2010-12-13,-0.10161799015354071,1000,signal_weak_alpha_baseline
2010-12-14,0.05138864109622641,1000,signal_weak_alpha_baseline
2010-12-15,-0.04657922929522846,1000,signal_weak_alpha_baseline
2010-12-16,-0.05484247529643703,1000,signal_weak_alpha_baseline
2010-12-17,-0.11669630275854716,1000,signal_weak_alpha_baseline
2010-12-20,-0.019608372903969593,1000,signal_weak_alpha_baseline
2010-12-21,-0.14167442950181877,1000,signal_weak_alpha_baseline
2010-12-22,-0.052011905607982425,1000,signal_weak_alpha_baseline
2010-12-23,-0.015049722650422434,1000,signal_weak_alpha_baseline
2010-12-27,-0.020927949721706383,1000,signal_weak_alpha_baseline
2010-12-28,0.036500727414739004,1000,signal_weak_alpha_baseline
2010-12-29,-0.04744064030949641,1000,signal_weak_alpha_baseline
2010-12-30,-0.054154606038827525,1000,signal_weak_alpha_baseline
2010-12-31,-0.04245904183008937,1000,signal_weak_alpha_baseline
2011-01-03,0.050013864226142235,1000,signal_weak_alpha_baseline
2011-01-04,0.06918453162143166,1000,signal_weak_alpha_baseline
2011-01-05,-0.07166519488297471,1000,signal_weak_alpha_baseline
2011-01-06,-0.061600196248794224,1000,signal_weak_alpha_baseline
2011-01-07,-0.08120515594810919,1000,signal_weak_alpha_baseline
2011-01-10,-0.10426298890130374,1000,signal_weak_alpha_baseline
2011-01-11,0.12824062881696718,1000,signal_weak_alpha_baseline
2011-01-12,-0.025741095758371465,1000,signal_weak_alpha_baseline
2011-01-13,-0.08463812042308659,1000,signal_weak_alpha_baseline
2011-01-14,-0.11812502815332175,1000,signal_weak_alpha_baseline
2011-01-18,-0.05958823733783739,1000,signal_weak_alpha_baseline
2011-01-19,-0.17177792367223801,1000,signal_weak_alpha_baseline
2011-01-20,0.019148148591404224,1000,signal_weak_alpha_baseline
2011-01-21,0.003791915524227148,1000,signal_weak_alpha_baseline
2011-01-24,0.0393287528541684,1000,signal_weak_alpha_baseline
2011-01-25,-0.11804423740238594,1000,signal_weak_alpha_baseline
2011-01-26,-0.098756169172489,1000,signal_weak_alpha_baseline
2011-01-27,-0.030589116498495147,1000,signal_weak_alpha_baseline
2011-01-28,-0.07124458025331643,1000,signal_weak_alpha_baseline
2011-01-31,5.765111818482054e-05,1000,signal_weak_alpha_baseline
2011-02-01,0.026127012344197717,1000,signal_weak_alpha_baseline
2011-02-02,0.09815396215169007,1000,signal_weak_alpha_baseline
2011-02-03,-0.03201684170277979,1000,signal_weak_alpha_baseline
2011-02-04,-0.058024399845699626,1000,signal_weak_alpha_baseline
2011-02-07,-0.13808354338042486,1000,signal_weak_alpha_baseline
2011-02-08,-0.10434355125423486,1000,signal_weak_alpha_baseline
2011-02-09,-0.024512632208054563,1000,signal_weak_alpha_baseline
2011-02-10,-0.1941972596603442,1000,signal_weak_alpha_baseline
2011-02-11,-0.05244507054998565,1000,signal_weak_alpha_baseline
2011-02-14,-0.16097844707585549,1000,signal_weak_alpha_baseline
2011-02-15,-0.10251844877265616,1000,signal_weak_alpha_baseline
2011-02-16,-0.10345191683977834,1000,signal_weak_alpha_baseline
2011-02-17,-0.16337913340540022,1000,signal_weak_alpha_baseline
2011-02-18,-0.23556802089812576,1000,signal_weak_alpha_baseline
2011-02-22,-0.05795968128323631,1000,signal_weak_alpha_baseline
2011-02-23,-0.046721611795796994,1000,signal_weak_alpha_baseline
2011-02-24,-0.021641191076853264,1000,signal_weak_alpha_baseline
2011-02-25,-0.014027733175601458,1000,signal_weak_alpha_baseline
2011-02-28,-0.1422914796025571,1000,signal_weak_alpha_baseline
2011-03-01,-0.012344432897914408,1000,signal_weak_alpha_baseline
2011-03-02,-0.1550080545074856,1000,signal_weak_alpha_baseline
2011-03-03,-0.006144328374643331,1000,signal_weak_alpha_baseline
2011-03-04,-0.14435859100596823,1000,signal_weak_alpha_baseline
2011-03-07,0.07150782972691729,1000,signal_weak_alpha_baseline
2011-03-08,0.014177962548973036,1000,signal_weak_alpha_baseline
2011-03-09,-0.05828857000594691,1000,signal_weak_alpha_baseline
2011-03-10,-0.06900273658998994,1000,signal_weak_alpha_baseline
2011-03-11,-0.4185487381678391,1000,signal_weak_alpha_baseline
2011-03-14,-0.31869506576419865,1000,signal_weak_alpha_baseline
2011-03-15,-0.14197418786190213,1000,signal_weak_alpha_baseline
2011-03-16,0.5257433542295327,1000,signal_weak_alpha_baseline
2011-03-17,0.006182121970095579,1000,signal_weak_alpha_baseline
2011-03-18,-0.5071821538142797,1000,signal_weak_alpha_baseline
2011-03-21,0.050112193869865186,1000,signal_weak_alpha_baseline
2011-03-22,0.09954445809145285,1000,signal_weak_alpha_baseline
2011-03-23,-0.11153385698701897,1000,signal_weak_alpha_baseline
2011-03-24,-0.018940173009936518,1000,signal_weak_alpha_baseline
2011-03-25,-0.17316496977241716,1000,signal_weak_alpha_baseline
2011-03-28,-0.02754435199113905,1000,signal_weak_alpha_baseline
2011-03-29,-0.12177863262871268,1000,signal_weak_alpha_baseline
2011-03-30,-0.036261558243344906,1000,signal_weak_alpha_baseline
2011-03-31,-0.25963726204564014,1000,signal_weak_alpha_baseline
2011-04-01,-0.0693313852160435,1000,signal_weak_alpha_baseline
2011-04-04,-0.008068841222125143,1000,signal_weak_alpha_baseline
2011-04-05,-0.20671137126178118,1000,signal_weak_alpha_baseline
2011-04-06,-0.07229706693296549,1000,signal_weak_alpha_baseline
2011-04-07,-0.27399906230024473,1000,signal_weak_alpha_baseline
2011-04-08,0.07217652348623141,1000,signal_weak_alpha_baseline
2011-04-11,0.27348949706470255,1000,signal_weak_alpha_baseline
2011-04-12,-0.06459795591302388,1000,signal_weak_alpha_baseline
2011-04-13,-0.3456569198574399,1000,signal_weak_alpha_baseline
2011-04-14,0.04675640728025951,1000,signal_weak_alpha_baseline
2011-04-15,-0.4164849917944133,1000,signal_weak_alpha_baseline
2011-04-18,0.20529881835989836,1000,signal_weak_alpha_baseline
2011-04-19,0.5463779637142591,1000,signal_weak_alpha_baseline
2011-04-20,-0.2663490456861597,1000,signal_weak_alpha_baseline
2011-04-21,0.036586693758897934,1000,signal_weak_alpha_baseline
2011-04-25,-0.13246674122169605,1000,signal_weak_alpha_baseline
2011-04-26,-0.15947926705133042,1000,signal_weak_alpha_baseline
2011-04-27,-0.07226808397845925,999,signal_weak_alpha_baseline
2011-04-28,0.03424624284511888,999,signal_weak_alpha_baseline
2011-04-29,-0.046051151210635737,1000,signal_weak_alpha_baseline
2011-05-02,0.04294814938786555,1000,signal_weak_alpha_baseline
2011-05-03,-0.05847087000475618,1000,signal_weak_alpha_baseline
2011-05-04,-0.17032748874832043,1000,signal_weak_alpha_baseline
2011-05-05,-0.0738759914458232,1000,signal_weak_alpha_baseline
2011-05-06,0.04545225576730788,1000,signal_weak_alpha_baseline
2011-05-09,-0.2605821901936026,1000,signal_weak_alpha_baseline
2011-05-10,-0.020373121272288054,1000,signal_weak_alpha_baseline
2011-05-11,0.11791454113984735,1000,signal_weak_alpha_baseline
2011-05-12,0.014272104784913881,1000,signal_weak_alpha_baseline
2011-05-13,-0.2395038666719702,1000,signal_weak_alpha_baseline
2011-05-16,0.012470592301914057,1000,signal_weak_alpha_baseline
2011-05-17,0.05730506338349948,1000,signal_weak_alpha_baseline
2011-05-18,0.21670062453660352,1000,signal_weak_alpha_baseline
2011-05-19,0.11248065610774714,1000,signal_weak_alpha_baseline
2011-05-20,0.29938165466778544,1000,signal_weak_alpha_baseline
2011-05-23,0.1203903626548089,1000,signal_weak_alpha_baseline
2011-05-24,-0.19858174102882523,1000,signal_weak_alpha_baseline
2011-05-25,0.05031463352265111,1000,signal_weak_alpha_baseline
2011-05-26,0.058382868120455636,1000,signal_weak_alpha_baseline
2011-05-27,0.16567001950405114,1000,signal_weak_alpha_baseline
2011-05-31,0.07821320240481408,1000,signal_weak_alpha_baseline
2011-06-01,-0.11459485890027851,1000,signal_weak_alpha_baseline
2011-06-02,-0.1728676520995134,1000,signal_weak_alpha_baseline
2011-06-03,-0.0689952760289962,1000,signal_weak_alpha_baseline
2011-06-06,0.37725604953032577,1000,signal_weak_alpha_baseline
2011-06-07,0.04154947389719266,1000,signal_weak_alpha_baseline
2011-06-08,-0.29418847774860857,1000,signal_weak_alpha_baseline
2011-06-09,-0.19774575648034043,1000,signal_weak_alpha_baseline
2011-06-10,-0.18145071038502092,1000,signal_weak_alpha_baseline
2011-06-13,0.38270850673824264,1000,signal_weak_alpha_baseline
2011-06-14,0.12961907849577278,1000,signal_weak_alpha_baseline
2011-06-15,-0.028928414384333787,1000,signal_weak_alpha_baseline
2011-06-16,0.35121488197143297,1000,signal_weak_alpha_baseline
