strategy,net_sharpe,net_return,average_deployed_gross_ratio,turnover,borrow_cost
original_tiered_borrow,0.5796360999574535,0.02739123802353527,0.30892058696783403,0.6178411739356681,3230.6894445863018
hard_exclude_high_si_or_htb,0.4901100696286132,0.021699628418830885,0.3037322242451113,0.6074644484902226,2334.6679350688228
