definition,short_high_si_notional_share,high_si_gross_pnl_contribution,high_si_net_pnl_contribution,high_si_gross_pnl_pct_total,high_si_net_pnl_pct_total
short_interest_pct_float > 10%,0.0967386769671221,-9702321.648870926,-19207062.5393527,-0.04162988088646153,-0.1829264849945465
