n_days,tail_days,top_5pct_positive_days_sum_return,top_5pct_contribution_to_total_net_return_sum,bottom_5pct_negative_days_sum_return,bottom_5pct_contribution_to_total_net_return_sum,excluding_top_5pct_net_ann_return,excluding_top_5pct_net_sharpe,excluding_bottom_5pct_net_ann_return,excluding_bottom_5pct_net_sharpe
3753,187,1.5249210584497372,3.630805706818075,-1.2009802552586042,-2.8595093106011396,-0.07558774101677546,-2.471448545551175,0.1204135340415271,2.7993452457783503
